,Date,Open,High,Low,Last,Close,Total Trade Quantity,Turnover (Lacs)
823,1/07/2013,576.75,589.35,575.25,580,581.3,450860,2632.99
824,28/06/2013,616,621,552.15,571.1,574.55,2132226,12276.45
825,27/06/2013,573,588.8,564.3,564.55,572.15,504096,2903.29
826,26/06/2013,550,564.6,546.25,562.5,561.45,771445,4317.41
827,25/06/2013,558,564.6,540.2,544.85,545.5,453689,2495.15
828,24/06/2013,567.05,573,550.1,551.5,553.85,141719,792.53
829,21/06/2013,573,578.5,565.1,568.1,569.25,218346,1251.66
830,20/06/2013,575,583.4,566.3,572.65,573.4,285152,1631.55
831,19/06/2013,573.75,582.8,568.6,574.9,576.5,532492,3077.88
832,18/06/2013,575.9,584,560.05,570.4,575.85,354717,2027.31
833,17/06/2013,572.6,575,551,571.05,571.5,261474,1467.73
834,14/06/2013,534.1,579.9,531.15,567.7,571.2,990677,5512.95
835,13/06/2013,555,555,530,532,532.1,350755,1884.87
836,12/06/2013,554,557,543.25,554,556.9,340340,1882.23
837,11/06/2013,567.65,572,554.15,554.2,556.7,236174,1320.3
838,10/06/2013,573.3,579.1,565,567,566.95,1027287,5827.33
839,7/06/2013,572.05,576.95,565.05,575.25,573.3,268981,1537.58
840,6/06/2013,574,584.3,571.05,573.2,572.5,139796,804.91
841,5/06/2013,588.95,588.95,576.1,580,579.65,230915,1340.82
842,4/06/2013,570,588.8,570,586.15,583.35,437706,2533.86
843,3/06/2013,584,589.4,560,572.8,570.35,664226,3804.56
844,31/05/2013,594.3,629.9,577.05,577.55,594.6,6615099,39505.71
845,30/05/2013,605,611.95,593.05,598.95,600,1017202,6126.19
846,29/05/2013,608,620,602.25,603,605.05,1426698,8691.59
847,28/05/2013,593.95,611.4,587.6,599,601.95,1091051,6545.88
848,27/05/2013,589.95,590.95,580.2,589,588.35,849140,4968.76
849,24/05/2013,589.95,590.95,576,578,578.7,207717,1205.42
850,23/05/2013,589.4,591.95,581,583.25,584.55,365735,2139.92
851,22/05/2013,597,597,578.75,590,586,456266,2678.82
852,21/05/2013,598,600,590.8,594,592.55,302999,1797.85
853,20/05/2013,587,598.95,587,590.5,593.1,306318,1818.14
854,17/05/2013,595.4,599.9,586.55,588,589.45,223838,1329.35
855,16/05/2013,602.6,604.8,588.2,599,598.7,1181312,7070.46
856,15/05/2013,561,600,557,585.8,585.1,829828,4836.34
857,14/05/2013,548.35,568.45,548.35,561.9,561.8,215147,1209.77
858,13/05/2013,555.15,562,550.55,552.65,552.65,342049,1904.61
859,11/05/2013,553.55,562.4,553.55,559,560.1,10274,57.58
860,10/05/2013,549,560,544.05,560,558.7,414105,2302.87
861,9/05/2013,547,552,543,545,548.95,344386,1888.98
862,8/05/2013,549.95,554.75,546,547.5,549.1,170353,938.98
863,7/05/2013,555.8,555.8,543.3,547,549.95,325160,1791.11
864,6/05/2013,550.45,559.7,548.6,552.3,552.95,189958,1049.86
865,3/05/2013,556,564.8,555.85,556.3,558,158225,885.38
866,2/05/2013,553,569.85,548.45,557.9,557.75,606964,3393.21
867,30/04/2013,547,555.1,533.25,551.5,549.9,559358,3059.98
868,29/04/2013,550,558.7,538,546.1,549.4,529354,2935.62
869,26/04/2013,559,562,548,550.2,552.55,685119,3790.5
870,25/04/2013,555,563.9,543.05,552,552,460517,2551.58
871,23/04/2013,557.8,567.95,548.15,555,555.3,280804,1562.28
872,22/04/2013,560,574.9,546.5,558,558.1,617636,3470.63
873,18/04/2013,557,567.8,552,559.8,560.2,420702,2354.61
874,17/04/2013,556.9,570,551,557,560.25,643871,3621.93
875,16/04/2013,536,559.9,533.25,552,554.8,642726,3496.16
876,15/04/2013,528,544,526.65,535,536.9,501323,2689.81
877,12/04/2013,527.5,531.7,523,526,527.2,133683,706.7
878,11/04/2013,525,531.6,523,525.2,527.4,98695,520.92
879,10/04/2013,540,540,515.3,520.6,529.1,398743,2103.79
880,9/04/2013,534.8,537,528.05,534,529.85,171119,907.24
881,8/04/2013,539.35,544.8,530.55,537,535.45,589409,3160.63
882,5/04/2013,520,538.2,520,534,531.95,870889,4614.57
883,4/04/2013,508.05,525,508,520,519.25,252340,1310.46
884,3/04/2013,516.4,517.05,508.6,516.75,513.5,177365,907.55
885,2/04/2013,509.85,515,505.15,505.95,507.1,180682,918.71
886,1/04/2013,512,521.5,508,509.95,509.85,104579,538.2
887,28/03/2013,506.85,519.9,506.85,508.1,510.75,845984,4348.81
888,26/03/2013,506.65,510,502.15,509.4,507.25,471521,2381.7
889,25/03/2013,496,519,492,508.2,509.25,867616,4419.64
890,22/03/2013,505,505,480.1,486.75,487.5,123239,608.25
891,21/03/2013,499.05,505.85,490.05,503,502.5,286438,1420.62
892,20/03/2013,520,520,490.3,499.05,501.6,798416,3997.34
893,19/03/2013,544.6,547.2,509.1,518,515.1,576255,3015.64
894,18/03/2013,540.7,550,532.65,547,543.95,281015,1510.14
895,15/03/2013,551.15,551.65,541.1,543,544.6,103016,561.5
896,14/03/2013,548.3,550,539.1,548.1,549,133581,726.8
897,13/03/2013,554.3,554.35,541.55,542.95,543.45,112513,613.93
898,12/03/2013,553.7,554.9,539.35,548,552.7,311857,1718.41
899,11/03/2013,554.6,559,541,546,548.85,259397,1435.64
900,8/03/2013,540.85,554,538.9,550,551.05,292436,1605.27
901,7/03/2013,555,555,526.6,537,535,240589,1290.13
902,6/03/2013,547,552,544.1,545.3,547.05,307186,1688.5
903,5/03/2013,530.05,549,526.35,545.55,544.35,373652,2019.56
904,4/03/2013,522,536.95,522,528,531.8,170610,907.39
905,1/03/2013,534.7,534.75,520,528.6,529.4,549852,2890.29
906,28/02/2013,535.65,538.9,520,528,528,623824,3311.43
907,27/02/2013,530.95,545,521.05,534.5,532.15,794898,4254.2
908,26/02/2013,530.5,530.5,520.85,526,524.75,542546,2841.98
909,25/02/2013,539,543,527.35,528.3,530.7,213572,1140.12
910,22/02/2013,541.6,545,539,539.5,542.85,399480,2169.64
911,21/02/2013,549,549,538.2,543.2,544.35,519153,2827.05
912,20/02/2013,550.4,555,544.25,549,546.65,214642,1177.94
913,19/02/2013,546.05,554,545,550.55,550.45,457651,2509.8
914,18/02/2013,552.9,556,544.1,546.25,546.15,670554,3679.61
915,15/02/2013,548,549.75,542.55,549.5,548.55,654002,3575.64
916,14/02/2013,542.15,548.8,541,544.95,544.5,356971,1950.07
917,13/02/2013,538.95,549.95,535.05,541.05,542.1,1274940,6924.61
918,12/02/2013,539.5,539.5,526.8,534,533.55,696744,3717.88
919,11/02/2013,537.9,539.9,534.8,536.8,536.35,370942,1989.9
920,8/02/2013,535,539,527.05,535.85,534.9,1167977,6230.63
921,7/02/2013,531.85,538,524,527,526.9,752897,3989.29
922,6/02/2013,533.2,534.8,522.55,529.4,529.35,1304077,6888.08
923,5/02/2013,534,535.35,528,530.5,529.9,1302564,6913.72
924,4/02/2013,532,543,530.05,536.05,534.75,2589359,13911.77
925,1/02/2013,521.2,538,520.05,522,525.5,3340737,17677.7
926,31/01/2013,525,554,510.5,540,540,912786,4917.1
927,30/01/2013,540.05,543.8,521.1,528.4,526.35,273975,1453.17
928,29/01/2013,537.7,543,528,537,538.9,176922,953.88
929,28/01/2013,533.65,547.8,528.55,539,537.7,195263,1053.11
930,25/01/2013,526.7,539.7,516,539.7,533.25,192679,1022.88
931,24/01/2013,549.85,555,525.35,529.5,528.8,535439,2892.15
932,23/01/2013,559.45,559.45,532,536.1,534.85,259366,1402.67
933,22/01/2013,564.45,569,552.4,563,560.45,490700,2760.32
934,21/01/2013,529,575.8,529,557.8,559.5,763066,4299.95
935,18/01/2013,517,618.1,516.4,552.8,559.9,2564121,14521.07
936,17/01/2013,494.6,524.9,492,514,515.1,698050,3561.49
937,16/01/2013,494,499,486.95,494.9,494.3,255051,1258.52
938,15/01/2013,491.2,495,490,492.25,492.9,100056,494.02
939,14/01/2013,487.4,495,483.5,489.5,490.75,113313,554.65
940,11/01/2013,498.35,500,480,486.6,483.15,440560,2174.73
941,10/01/2013,478,498.4,477.75,493.5,495.45,1062937,5199.34
942,9/01/2013,480,483,473.55,476,475.8,57426,274.17
943,8/01/2013,488.9,489.75,474,477.2,475.9,69758,333.12
944,7/01/2013,481,490.25,475.3,483,484.5,218559,1061.53
945,4/01/2013,471.65,490,471.65,481,481.9,259308,1255.29
946,3/01/2013,470,472.7,466.5,472.3,472.35,149000,701.74
947,2/01/2013,469.3,472.85,468,469,470.75,105513,496.05
948,1/01/2013,467.6,468.85,462.2,466.7,467.05,81934,382.32
949,31/12/2012,463.1,470,462.1,466,465.8,135251,630.17
950,28/12/2012,464.85,472,458.95,466,466.05,343048,1598.77
951,27/12/2012,451.9,460.9,451.9,460.05,459.1,118405,540.46
952,26/12/2012,452.85,456.5,448.1,453,452,132064,596.84
953,24/12/2012,451.25,457,451.25,452.5,452.8,34165,155.42
954,21/12/2012,450.9,459.7,450.05,455.5,455.95,133300,607.53
955,20/12/2012,457.85,458.95,452,455,455.2,102087,464.95
956,19/12/2012,451.25,459.95,451.1,458,457.15,172223,785.14
957,18/12/2012,447.25,452.4,445,451,450,70525,317.23
958,17/12/2012,450,453.95,446,446,447,107089,479.65
959,14/12/2012,435.15,464.9,432.6,448,449.3,281116,1256.89
960,13/12/2012,441.95,443.75,433.4,439,438,149345,653.26
961,12/12/2012,445.05,447.8,438,440,440.25,84179,372.39
962,11/12/2012,449.65,453,444.65,445,445.15,86767,388.36
963,10/12/2012,455,455,447,449,449.4,74326,335.24
964,7/12/2012,452.1,454.35,449,449.7,449.95,212587,958.85
965,6/12/2012,452.15,453.5,449.15,449.95,451.1,333267,1502.44
966,5/12/2012,451.1,457.15,448.25,449,449.45,66365,299.92
967,4/12/2012,456.15,459.5,453.2,455,454.85,44516,203.05
968,3/12/2012,457,459.9,454.05,457.2,458.45,84261,386.17
969,30/11/2012,455,456.3,451,455,454.85,211076,958.16
970,29/11/2012,460.35,460.35,450.15,451,451.05,97454,441.48
971,27/11/2012,459.7,463.1,451,460,458.7,121021,550.73
972,26/11/2012,480,485,452.6,453.9,453.85,35945,164.08
973,23/11/2012,456,462.8,454,458.5,459.15,61791,283.86
974,22/11/2012,462.1,467.15,450,454.8,454.55,129822,594.98
975,21/11/2012,460.15,463.05,458,461.25,461.05,30482,140.53
976,20/11/2012,465,465,456.2,462,462.4,18481,85.37
977,19/11/2012,463.95,469,456,457.5,457.35,42783,197.8
978,16/11/2012,466.15,472,464.4,464.95,465.55,28850,134.87
979,15/11/2012,472,475,457.3,475,465.75,103531,479.45
980,13/11/2012,472,475,470.1,472,471.75,6225,29.39
981,12/11/2012,474,474.45,461.25,471,471,30992,145.54
982,9/11/2012,474.95,475,468,472.9,469.85,54040,254.5
983,8/11/2012,462.1,475.4,462.1,471.1,473.7,43460,205.16
984,7/11/2012,468,474.5,466.25,467.5,467.95,109824,515.34
985,6/11/2012,477,481,472.7,475,474.8,212448,1010.52
986,5/11/2012,479,482,474,476.6,475.1,50671,242.35
987,2/11/2012,480.2,484,476.5,477.9,478.1,168364,806.35
988,1/11/2012,481.55,486,476,477,476.95,65014,310.93
989,31/10/2012,484.8,488,481,484,483.25,39433,190.43
990,30/10/2012,485.4,489.9,481.5,482,482.15,20322,98.44
991,29/10/2012,486.1,491,484.15,490,489.3,88594,431.92
992,26/10/2012,490.05,498,485,485,489.25,97686,477.39
993,25/10/2012,492.95,492.95,488.3,490.75,490.9,57138,280.45
994,23/10/2012,485,492.8,485,491.5,491.9,183376,901.58
995,22/10/2012,488.6,490.9,483.5,490,489.1,26027,126.87
996,19/10/2012,476.5,493,476.5,487.1,488.8,125544,610.66
997,18/10/2012,481.75,483.55,477.1,478.7,477.95,95046,456.72
998,17/10/2012,485,485,479.5,480.25,480.5,65658,316.94
999,16/10/2012,488.35,491,484,485,484.95,39779,193.66
1000,15/10/2012,489.05,491,482.5,488,488.3,140341,681.93
1001,12/10/2012,490,493,488.05,490,490.4,56756,278.64
1002,11/10/2012,484,494,481,490,492.5,195694,961.88
1003,10/10/2012,485.15,487.1,481.8,485,484.8,111535,539.55
1004,9/10/2012,484.15,493,481,489.15,490.7,69038,337.45
1005,8/10/2012,489.95,492,481.65,482,483,33963,165.11
1006,5/10/2012,482.6,493,481.5,490,490.1,78746,384.23
1007,4/10/2012,480,491.85,478,486.4,489.05,167273,817.21
1008,3/10/2012,482.85,483.7,475.1,479.05,478.1,156903,750.03
1009,1/10/2012,494,494,478.05,479.35,479.65,132782,638.08
1010,28/09/2012,479.65,495,476,492.5,491.9,582778,2839.96
1011,27/09/2012,475.25,482,472.5,478.4,479.65,169645,811.29
1012,26/09/2012,477,478,472.55,476.7,475.95,354175,1682.95
1013,25/09/2012,477,479.9,469.95,474.55,476.05,174930,832.19
1014,24/09/2012,480,480,474,475.95,475.15,115579,550.2
1015,21/09/2012,487.9,490.1,473.05,474,478.1,381037,1823.25
1016,20/09/2012,474.9,479.85,471.3,478,476.65,112291,534.34
1017,18/09/2012,481.05,481.1,473.25,476.5,476.3,292453,1392.03
1018,17/09/2012,493.8,500,475.15,477,477.15,178298,862.59
1019,14/09/2012,504,504,483.85,486.1,487.35,300943,1470.96
1020,13/09/2012,489.35,489.85,478,478.8,481.3,235663,1138.97
1021,12/09/2012,487.35,494,481.5,483.9,482.3,51516,249.76
1022,11/09/2012,491.95,494.95,487.2,489.25,489.05,42093,207.16
1023,10/09/2012,495,497,492.15,493,493.65,62940,311.35
1024,8/09/2012,484.25,495.8,482.95,495.5,494.95,32891,162.15
1025,7/09/2012,495.05,498,481.55,483.15,484.6,96364,470.22
1026,6/09/2012,480.8,495.95,478,494.2,492.4,92184,451.03
1027,5/09/2012,486,489.95,476.5,484.45,481.8,43810,212.57
1028,4/09/2012,486.6,491,485.05,487.2,489.2,25266,123.62
1029,3/09/2012,493,494.7,484,484,486.25,17497,85.63
1030,31/08/2012,485.05,498.75,474.05,490,493,133704,656.67
1031,30/08/2012,490.9,492,486,490,488.75,72489,353.42
1032,29/08/2012,488.8,493.75,488,492.75,492.05,193202,950.26
1033,28/08/2012,485,488.25,480.2,487,485.6,252637,1220.68
1034,27/08/2012,479.3,483.2,478.2,482.3,482.45,71494,343.18
1035,24/08/2012,481.95,481.95,475,479.3,479,65363,313.39
1036,23/08/2012,479.25,482.75,477.35,480,480.6,23783,114.47
1037,22/08/2012,477.05,480.9,477.05,480,479.75,28522,136.74
1038,21/08/2012,488,488,469,476.1,477,68669,328.88
1039,17/08/2012,478.8,483.85,476.5,478,479.35,26279,126.32
1040,16/08/2012,487,487,477.25,477.65,477.95,57031,273.9
1041,14/08/2012,482.05,489,482,485.55,485.8,67449,327.17
1042,13/08/2012,479.8,483,475,480,480.55,32412,155.89
1043,10/08/2012,475.1,482,471.8,478.25,476.65,502676,2380.2
1044,9/08/2012,482.05,487,480,480.05,482.2,56015,270.66
1045,8/08/2012,479.95,488.25,475,479,480.95,215923,1041.96
1046,7/08/2012,485.8,486.6,478.35,480.1,480.45,89594,431.25
1047,6/08/2012,494,494,483,484.5,484.45,63691,309.83
1048,3/08/2012,491.45,494.4,483.3,485,485.4,42915,209.36
1049,2/08/2012,492.4,498.8,489.05,494,493.7,32020,157.84
1050,1/08/2012,495.25,502,492.4,493,495.65,46162,228.83
1051,31/07/2012,495.25,498,490.05,498,496.3,68324,337.99
1052,30/07/2012,496.7,499,488.65,496,496.2,438147,2170.32
1053,27/07/2012,495.65,496,486,490,488.6,76802,378.05
1054,26/07/2012,499.15,500,494.15,494.5,495.7,309018,1530.02
1055,25/07/2012,499.6,504.8,493.2,499.05,500.1,69740,346.64
1056,24/07/2012,498,506,494.15,505.55,504.65,188117,948.29
1057,23/07/2012,495.95,502,488.15,500.95,500.3,212338,1061.67
1058,20/07/2012,490.5,498.15,486.1,497,496.3,130604,645.52
1059,19/07/2012,491,494,481.95,494,492.85,71889,352.11
1060,18/07/2012,482.3,484,476.25,482.4,483,24384,117.31
1061,17/07/2012,482.05,486,475.6,481.3,482.2,160708,768.55
1062,16/07/2012,488.95,488.95,478,483,481.85,40078,192.88
1063,13/07/2012,480,486.5,480,484.25,485.35,58216,281.71
1064,12/07/2012,473,482.7,472,480,480.1,48768,233.37
1065,11/07/2012,473.35,479,470.5,476.5,473.75,72574,344.56
1066,10/07/2012,475.1,479,473.9,475.45,475.9,139031,661.62
1067,9/07/2012,491.95,491.95,471.15,472.25,473.9,160775,765.96
1068,6/07/2012,496.05,496.05,487.1,488,488.15,276616,1354.87
1069,5/07/2012,498.05,502.55,493,496.8,499.7,274538,1370.11
1070,4/07/2012,500,510.45,497.35,501.15,501.05,126637,637.56
1071,3/07/2012,496.5,506,495.65,504.9,504.5,124933,629.02
1072,2/07/2012,494.3,504.6,494.3,500,500.15,202910,1017.18
1073,29/06/2012,500,504.9,491.5,500,499.4,163055,808.85
1074,28/06/2012,492.1,501.2,488.35,496,498.85,80537,398.62
1075,27/06/2012,496.05,500,483.15,497,497.7,129593,637.55
1076,26/06/2012,486.05,499,486.05,495.1,495,65300,321.78
1077,25/06/2012,491.1,501.6,487.2,489.85,489.85,153036,759.49
1078,22/06/2012,463.05,497.65,463.05,490.95,490.8,210534,1024.35
1079,21/06/2012,470,479.75,470,478.35,478.55,64886,309.56
1080,20/06/2012,465.8,477,465.7,472,472.7,84703,399.75
1081,19/06/2012,456.3,468.7,456.3,466,465.7,103449,482.48
1082,18/06/2012,468.05,470,460,462,460.4,51676,239.39
1083,15/06/2012,464.35,469.15,460.2,466.1,466.2,53666,250.45
1084,14/06/2012,461.8,465.95,451.55,463,463.85,53132,244.79
1085,13/06/2012,457.55,468.9,451.2,461.55,461.9,132722,608.06
1086,12/06/2012,457,463.4,439.55,463,457.45,132294,597.05
1087,11/06/2012,456.85,462,455,457,456.75,47613,217.28
1088,8/06/2012,455.95,458.3,454,455,456.05,150499,685.42
1089,7/06/2012,460.75,460.75,452.15,455,455.4,60051,273.6
1090,6/06/2012,457.9,458.95,450.65,457,455.7,81142,370.24
1091,5/06/2012,453.25,455.9,445.2,454,453,252748,1143.04
1092,4/06/2012,439.75,453.25,434.1,451,451.3,107531,480.83
1093,1/06/2012,436.55,443.95,433.25,443,440.35,83369,365.91
1094,31/05/2012,445.05,445.05,431,439.9,435.5,167863,730.46
1095,30/05/2012,457,457,442.6,443.5,445.05,93151,416.98
1096,29/05/2012,448,459,448,457.1,456.15,156764,713.46
1097,28/05/2012,457,458.1,442.2,449,449.65,224224,1003.61
1098,25/05/2012,453.7,455.9,450,450.15,450.65,41534,188.13
1099,24/05/2012,464,479,450.1,453.95,453.45,163727,750.66
1100,23/05/2012,442.5,451.5,439.05,447.2,448.05,71601,320.41
1101,22/05/2012,441.5,445.7,438,443,442.5,143782,633.9
1102,21/05/2012,441.45,441.9,435.5,437.6,437.5,246677,1080.32
1103,18/05/2012,444.05,444.05,431.25,439.2,436.7,125188,548.97
1104,17/05/2012,438.2,445.25,435.65,443.5,442.65,125963,558.03
1105,16/05/2012,441.9,444.15,430.45,438.3,438.2,92937,406.45
1106,15/05/2012,451,455,440.1,441.45,441.9,886992,3931.44
1107,14/05/2012,464,464,451.25,452.8,451.9,60591,273.98
1108,11/05/2012,464,468.35,450.25,453.5,453.3,78648,358.86
1109,10/05/2012,449.1,464.85,448.95,462.05,460.7,100399,459.5
1110,9/05/2012,453.95,455.9,447.1,452,453.65,75710,342.18
1111,8/05/2012,448,457.25,445.2,453,454.3,51702,233.79
1112,7/05/2012,444.6,451.75,441.6,449.45,446.25,94108,419.65
1113,4/05/2012,454.85,456.5,448.25,451.85,450.1,66287,300.42
1114,3/05/2012,456.85,456.85,451.1,455,454.85,40889,185.96
1115,2/05/2012,465.95,465.95,450.1,453.85,454.2,59654,272.81
1116,30/04/2012,445,459.55,445,455.5,456.55,89058,405.51
1117,28/04/2012,456,456.8,452,454,454.15,5639,25.6
1118,27/04/2012,464,465.85,455.1,456,456.05,63716,292.09
1119,26/04/2012,455.3,467.5,451,463,463.8,224694,1034.78
1120,25/04/2012,464.85,466.9,450.1,450.95,452.75,95825,440.23
1121,24/04/2012,465.05,468,458.75,462.6,463.15,102652,476.2
1122,23/04/2012,466,469.7,461,464,464.35,155497,720.74
1123,20/04/2012,467,467,461.5,463,464.5,166567,774.25
1124,19/04/2012,463.1,472,462.85,465.2,465.95,150172,700.3
1125,18/04/2012,466,476.4,466,468,468,88594,417.55
1126,17/04/2012,460.5,468,452.5,466.15,465,62698,289.93
1127,16/04/2012,464.95,467,458,459,459.15,92312,425.7
1128,13/04/2012,464.95,476.15,460.55,461.9,462.1,106691,496.52
1129,12/04/2012,463,474.85,461,463.1,463,170053,790.98
1130,11/04/2012,473.05,473.1,461,464.9,463.8,117773,547.73
1131,10/04/2012,485,485,471,472,472.05,75751,359.24
1132,9/04/2012,495,495,477.5,482,481.5,78589,381.09
1133,4/04/2012,493.1,500,492.1,493.75,494.3,73242,362.28
1134,3/04/2012,495,500,492,499,497.5,86294,429.86
1135,2/04/2012,503,509.4,490,495,493.05,193315,965.55
1136,30/03/2012,479.95,527,470.25,501,509.7,768424,3826.9
1137,29/03/2012,484.05,486.95,465,477,476.3,615208,2927.42
1138,28/03/2012,1267.5,1270.1,1211,1226,1237.2,162902,2041.31
1139,27/03/2012,1259.95,1271.95,1255,1269,1267.25,96211,1213.4
1140,26/03/2012,1256,1265,1245,1259.8,1256.3,171145,2141.24
1141,23/03/2012,1250,1262.3,1235.15,1245,1239.95,148609,1846.33
1142,22/03/2012,1265,1269.85,1237.6,1239,1240.75,134700,1687.22
1143,21/03/2012,1245,1269,1241.15,1254,1254.1,57626,724.69
1144,20/03/2012,1215,1249.95,1213.95,1247,1245.65,51801,640.28
1145,19/03/2012,1208.1,1224,1191.15,1215,1214.05,83889,1015.91
1146,16/03/2012,1263.2,1273.85,1190,1214.4,1212.05,259677,3162.73
1147,15/03/2012,1287.95,1287.95,1261.1,1267,1268.65,52598,668.46
1148,14/03/2012,1271,1282,1267.55,1270,1269.85,73941,939.71
1149,13/03/2012,1263.1,1280.45,1263.1,1268.6,1269.5,26978,343.49
1150,12/03/2012,1285,1292,1260,1270,1271.4,30638,391.02
1151,9/03/2012,1280,1283.5,1270.15,1276,1277.55,28448,363.31
1152,7/03/2012,1280,1300,1253.15,1275,1276.85,53140,678.22
1153,6/03/2012,1270.15,1289.5,1260,1260,1261,46809,595.85
1154,5/03/2012,1271.9,1273.95,1256,1269,1270.1,92943,1180.3
1155,3/03/2012,1269.65,1275,1262.05,1269,1267.45,3393,43.07
1156,2/03/2012,1255.1,1275.95,1255.1,1268,1268.8,45160,571.04
1157,1/03/2012,1280.05,1309,1260.05,1262.7,1266.7,115141,1482.28
1158,29/02/2012,1265.35,1300,1240.05,1283,1282.95,138779,1775.97
1159,28/02/2012,1245.05,1268,1239,1261,1263.2,49404,622.17
1160,27/02/2012,1270,1278.5,1239,1247.9,1242.8,52044,651.22
1161,24/02/2012,1297.95,1303.9,1271.8,1274,1277.3,55235,709.93
1162,23/02/2012,1310,1314.9,1270.1,1285,1282.3,83422,1076.16
1163,22/02/2012,1318.95,1328,1302,1307,1305.75,82069,1079.87
1164,21/02/2012,1345,1345,1301,1325.5,1316.4,110939,1455.39
1165,17/02/2012,1320.9,1327.9,1310,1320,1317.75,76818,1015.25
1166,16/02/2012,1295.05,1324.4,1295,1310,1315.3,82401,1082.85
1167,15/02/2012,1301.3,1309.45,1292,1300,1300.05,186970,2434.11
1168,14/02/2012,1311.05,1324.85,1291.1,1294.9,1298.55,163018,2130.9
1169,13/02/2012,1348.9,1361,1304,1309.95,1311,381679,5068.28
1170,10/02/2012,1304,1348.7,1273.45,1324,1321.3,281388,3718.46
1171,9/02/2012,1291.9,1308.4,1286.05,1294,1293.85,42282,547.88
1172,8/02/2012,1285,1295,1280,1291,1291.9,54997,708.61
1173,7/02/2012,1294.05,1299.3,1275.1,1278,1279.05,85007,1094.1
1174,6/02/2012,1280,1307.9,1265,1297.05,1289.35,202814,2604.04
1175,3/02/2012,1255,1300,1242.5,1260,1259.45,305832,3865.29
1176,2/02/2012,1180.15,1237,1171.25,1220,1217.75,134156,1631.22
1177,1/02/2012,1215.45,1224,1191.3,1195,1196.05,73478,885.09
1178,31/01/2012,1200.05,1225.5,1185.35,1208.1,1211.45,60321,728.26
1179,30/01/2012,1200,1224,1197.1,1198,1201.9,94263,1141.53
1180,27/01/2012,1196,1209.7,1190,1205,1200.5,57756,690.27
1181,25/01/2012,1180.05,1195,1180,1190,1190.35,57971,690.71
1182,24/01/2012,1173.95,1184.8,1160,1180,1178.85,39666,465.52
1183,23/01/2012,1146.2,1178,1135,1178,1169.6,18784,218.61
1184,20/01/2012,1158.5,1158.5,1148,1154,1153.75,64724,744.74
1185,19/01/2012,1150,1164.85,1127,1155,1150.6,68634,791.39
1186,18/01/2012,1137,1165,1137,1154.75,1151.7,61952,715.35
1187,17/01/2012,1170,1170,1126.1,1146,1146.45,67932,781.7
1188,16/01/2012,1160.1,1170.15,1148,1166,1167.3,49291,573.5
1189,13/01/2012,1126.6,1166,1126.6,1162.3,1159.2,209176,2390.85
1190,12/01/2012,1102.1,1130.5,1101,1125,1124.2,227359,2542.32
1191,11/01/2012,1111,1113,1102,1104,1103.5,49537,548.02
1192,10/01/2012,1110.5,1119.95,1105.15,1107,1109.9,184172,2045.96
1193,9/01/2012,1121,1121,1107,1110,1110.1,66327,737.91
1194,7/01/2012,1120,1125,1115.05,1121.15,1120,1921,21.52
1195,6/01/2012,1123,1128,1114,1118.9,1116.45,95663,1070.45
1196,5/01/2012,1135.1,1140,1121.35,1122.2,1125.25,96528,1089.34
1197,4/01/2012,1136.4,1148,1125.1,1128,1129.85,160880,1823.87
1198,3/01/2012,1160,1160,1135,1139.55,1138.35,158299,1808.04
1199,2/01/2012,1190,1199,1155.25,1176,1175.95,59207,699.5
1200,30/12/2011,1174.95,1200,1162.25,1190,1188.7,86441,1019.36
1201,29/12/2011,1158.35,1179,1158.35,1169.85,1172.45,24245,283.35
1202,28/12/2011,1156.95,1187.4,1154.5,1160,1158.35,37914,442.04
1203,27/12/2011,1167,1170.9,1154.5,1160,1158.25,78677,917.1
1204,26/12/2011,1171,1184.4,1165,1169,1168.35,60849,711.4
1205,23/12/2011,1169,1180,1157,1175,1169.55,24679,288.92
1206,22/12/2011,1161.1,1170,1152,1164.25,1166.45,57627,668.19
1207,21/12/2011,1162.15,1170.95,1151.05,1160,1159.35,40998,475.93
1208,20/12/2011,1160.05,1165,1141.5,1159,1154.5,61574,709.96
1209,19/12/2011,1174.1,1185,1120,1154.9,1153.3,42884,492.82
1210,16/12/2011,1171.1,1187.65,1167,1170,1174.05,51730,608.6
1211,15/12/2011,1147,1188,1133.4,1180,1176.55,133588,1541.58
1212,14/12/2011,1139,1150.9,1130.05,1149.95,1147.05,121199,1379.04
1213,13/12/2011,1127.15,1154.95,1125.05,1139.25,1141.45,56698,646.17
1214,12/12/2011,1191,1193,1136,1140,1145.7,108075,1247.38
1215,9/12/2011,1165.2,1195.9,1162,1189,1190.15,46464,548.12
1216,8/12/2011,1187.15,1191.95,1165.1,1180,1178.7,49839,586.94
1217,7/12/2011,1161.9,1196,1150.05,1190.1,1188.3,58569,690.39
1218,5/12/2011,1130,1156,1120,1155,1151.8,143317,1637.48
1219,2/12/2011,1132.05,1154.55,1115,1139,1142.8,95633,1085.44
1220,1/12/2011,1157.3,1159.7,1121,1135,1135.5,232092,2626.71
1221,30/11/2011,1149.95,1150,1126.15,1133.9,1135.2,60261,686.32
1222,29/11/2011,1176.75,1180,1141,1144,1146.4,77537,896.86
1223,28/11/2011,1175.05,1206,1141.95,1168.4,1160.4,141231,1654.82
1224,25/11/2011,1166,1185,1139.85,1165,1168.25,64308,749.41
1225,24/11/2011,1183.95,1189.9,1106.85,1172,1171.8,50074,570.68
